Season,TeamName,AdjO,AdjD,AdjEM
2008,Long Beach St,96.3,111.2,-14.88
2008,Canisius,95.0,110.1,-15.08
2008,MS Valley St,91.9,107.1,-15.21
2008,FL Gulf Coast,94.5,109.8,-15.29
2008,NC A&T,96.1,111.5,-15.38
2008,Monmouth NJ,93.0,108.5,-15.45
2008,SE Missouri St,96.1,111.7,-15.56
2008,Kennesaw,94.4,110.0,-15.6
2008,Princeton,93.2,108.9,-15.68
2008,Dartmouth,92.4,108.3,-15.91
2008,Southern Univ,90.0,106.1,-16.09
2008,Jackson St,93.0,109.2,-16.17
2008,Charleston So,99.1,115.6,-16.55
2008,S Carolina St,95.5,112.1,-16.61
2008,Alabama A&M,89.4,106.2,-16.72
2008,St Francis PA,97.1,114.3,-17.22
2008,CS Bakersfield,96.7,114.0,-17.31
2008,UC Davis,97.9,115.6,-17.65
2008,Maine,92.6,110.4,-17.82
2008,W Salem St,89.7,107.9,-18.2
2008,Bethune-Cookman,92.1,110.5,-18.4
2008,E Illinois,95.7,114.1,-18.41
2008,Jacksonville St,97.4,115.8,-18.47
2008,Longwood,97.9,116.5,-18.61
2008,Louisiana Tech,93.3,112.4,-19.1
2008,Ark Pine Bluff,87.7,107.3,-19.61
2008,Citadel,94.9,115.9,-20.95
2008,Prairie View,89.8,111.6,-21.82
2008,Loy Marymount,91.2,113.6,-22.33
2008,CS Sacramento,90.0,112.4,-22.44
2008,NC Central,85.3,108.5,-23.17
2008,TX Southern,88.3,111.5,-23.21
2008,Howard,85.9,109.2,-23.29
2008,North Florida,86.3,109.9,-23.54
2008,Grambling,90.9,115.2,-24.32
2008,Alcorn St,93.5,118.3,-24.83
2008,MD E Shore,86.1,114.4,-28.29
2008,NJIT,77.2,110.0,-32.79
2009,North Carolina,123.2,92.1,31.14
2009,Connecticut,116.0,86.8,29.25
2009,Pittsburgh,121.2,92.3,28.96
2009,Memphis,112.8,84.2,28.67
2009,Louisville,111.2,85.2,26.06
2009,Missouri,116.6,91.8,24.81
2009,Oklahoma,118.3,93.7,24.59
2009,Gonzaga,117.5,93.0,24.51
2009,Michigan St,114.3,89.9,24.37
2009,Duke,117.5,93.2,24.31
2009,West Virginia,115.1,90.9,24.21
2009,UCLA,119.5,95.6,23.93
2009,Villanova,114.4,90.5,23.89
2009,Kansas,114.5,90.7,23.83
2009,Arizona St,118.2,95.2,23.03
2009,Syracuse,117.0,94.8,22.21
2009,Washington,113.1,91.0,22.09
2009,Purdue,110.5,88.7,21.84
2009,Marquette,117.1,96.1,21.02
2009,Xavier,111.0,90.8,20.24
2009,BYU,114.0,93.9,20.1
2009,Texas,112.2,92.5,19.65
2009,Clemson,116.4,96.7,19.62
2009,Wake Forest,111.6,92.7,18.88
2009,Illinois,106.8,88.1,18.72
2009,Oklahoma St,116.4,98.1,18.33
2009,USC,110.0,91.8,18.26
2009,Utah,110.8,92.9,17.8
2009,Wisconsin,113.3,95.7,17.62
2009,California,116.8,99.4,17.37
2009,Georgetown,111.1,94.2,16.96
2009,Tennessee,115.1,98.7,16.48
2009,Baylor,116.5,100.1,16.38
2009,Ohio St,113.3,96.9,16.34
2009,Florida,115.1,98.9,16.16
2009,San Diego St,109.4,93.3,16.05
2009,Arizona,117.7,101.8,15.96
2009,Butler,110.3,94.5,15.78
2009,Florida St,105.9,90.1,15.76
2009,Minnesota,108.1,92.6,15.43
2009,Notre Dame,115.0,99.6,15.38
2009,Miami FL,111.2,95.9,15.3
2009,New Mexico,112.2,96.9,15.29
2009,Utah St,116.7,101.6,15.12
2009,Texas A&M,113.1,98.1,15.01
2009,LSU,111.5,96.6,14.86
2009,Michigan,112.2,97.5,14.75
2009,Kentucky,107.8,93.2,14.62
2009,Washington St,105.0,90.4,14.58
2009,Temple,109.9,95.5,14.38
2009,Kansas St,109.4,95.2,14.18
2009,Stanford,112.5,98.3,14.13
2009,UAB,109.4,95.7,13.73
2009,VA Commonwealth,110.1,96.4,13.62
2009,Maryland,110.0,96.4,13.55
2009,St Mary's CA,110.6,97.2,13.36
2009,Penn St,111.8,98.9,12.91
2009,Tulsa,106.2,93.4,12.75
2009,Auburn,106.8,94.3,12.46
2009,Illinois St,109.0,96.5,12.44
2009,N Dakota St,114.3,102.0,12.29
2009,Rhode Island,113.7,101.5,12.26
2009,Nebraska,103.5,91.3,12.21
2009,Davidson,105.1,93.1,12.06
2009,Northwestern,111.7,99.7,12.01
2009,Cleveland St,105.3,93.3,11.96
2009,Siena,110.3,98.4,11.93
2009,Creighton,111.9,100.1,11.79
2009,Mississippi St,107.8,96.2,11.55
2009,Houston,109.2,97.7,11.49
2009,South Carolina,107.3,95.9,11.44
2009,Virginia Tech,110.9,99.5,11.37
2009,UNLV,106.9,95.6,11.29
2009,Boston College,113.2,102.0,11.2
2009,Niagara,109.2,98.6,10.62
2009,Seton Hall,110.7,100.4,10.3
2009,Providence,111.0,100.7,10.26
2009,Dayton,103.3,93.0,10.23
2009,WI Green Bay,112.9,102.7,10.16
2009,Vanderbilt,107.6,97.6,10.01
2009,NC State,113.5,103.6,9.84
2009,UTEP,108.2,98.4,9.84
2009,Northern Iowa,110.6,100.9,9.7
2009,Vermont,108.7,99.6,9.1
2009,Duquesne,115.2,106.2,8.95
2009,Cincinnati,108.7,100.0,8.72
2009,Iowa,108.6,100.2,8.44
2009,WKU,111.1,103.0,8.1
2009,George Mason,104.6,96.6,8.04
2009,Oral Roberts,103.0,95.2,7.85
2009,Miami OH,103.5,96.2,7.38
2009,Mississippi,111.4,104.2,7.19
2009,Old Dominion,105.0,98.0,7.02
2009,Texas Tech,109.3,102.3,7.01
2009,Akron,102.9,96.0,6.9
2009,Wright St,100.7,93.8,6.9
2009,Northeastern,106.4,99.6,6.84
2009,Georgia Tech,100.4,93.7,6.73
2009,St Joseph's PA,105.7,99.0,6.71
2009,Alabama,105.9,99.3,6.63
2009,SF Austin,97.0,90.4,6.52
2009,Oakland,114.2,107.8,6.36
2009,Nevada,105.8,99.8,6.07
2009,Virginia,103.5,97.8,5.77
2009,ETSU,106.4,100.7,5.67
2009,La Salle,105.9,100.5,5.35
2009,Cornell,108.5,103.3,5.23
2009,CS Northridge,102.2,97.0,5.18
2009,Portland,107.3,102.3,5.01
2009,Pacific,108.8,103.9,4.92
2009,Oregon St,106.1,101.2,4.91
2009,American Univ,105.3,100.6,4.7
2009,Iowa St,102.5,97.9,4.6
2009,Richmond,106.8,102.4,4.43
2009,Belmont,106.6,102.4,4.25
2009,Weber St,103.2,99.0,4.2
2009,TN Martin,108.5,104.3,4.2
2009,Portland St,109.2,105.1,4.04
2009,Buffalo,102.6,98.6,3.96
2009,Bradley,104.9,101.0,3.95
2009,St John's,102.7,98.8,3.88
2009,Jacksonville,108.2,104.4,3.87
2009,Sam Houston St,107.3,103.7,3.64
2009,Kent,103.2,99.7,3.47
2009,New Mexico St,109.4,106.0,3.31
2009,TCU,103.5,100.3,3.23
2009,Arkansas,105.1,101.9,3.2
2009,Evansville,102.7,99.6,3.1
2009,IL Chicago,105.6,102.6,3.01
2009,Wyoming,107.0,104.0,2.98
2009,Murray St,103.1,100.3,2.76
2009,Drexel,98.6,95.9,2.65
2009,James Madison,105.8,103.3,2.42
2009,Wichita St,102.8,100.4,2.39
2009,UCF,105.9,103.6,2.32
2009,South Florida,101.5,99.2,2.3
2009,Santa Clara,101.6,99.3,2.25
2009,Massachusetts,105.1,102.9,2.22
2009,UT Arlington,109.4,107.4,2.05
2009,Charlotte,103.9,102.0,1.84
2009,Drake,102.4,100.6,1.8
2009,Bowling Green,102.5,100.7,1.79
2009,St Louis,101.8,100.1,1.75
2009,Southern Miss,106.7,105.1,1.58
2009,Mt St Mary's,101.4,99.9,1.54
2009,Robert Morris,102.0,100.6,1.49
2009,Col Charleston,110.0,108.6,1.4
2009,Ark Little Rock,99.9,98.7,1.24
2009,Rutgers,98.6,97.4,1.13
2009,Morgan St,100.1,99.1,0.99
2009,Boise St,103.1,102.1,0.97
2009,North Texas,109.0,108.0,0.95
2009,WI Milwaukee,104.6,103.7,0.93
2009,Marshall,107.2,106.3,0.92
2009,E Kentucky,112.6,111.7,0.9
2009,S Illinois,102.2,101.4,0.81
2009,Morehead St,102.0,101.3,0.76
2009,Lipscomb,105.5,105.1,0.44
2009,Oregon,104.2,103.8,0.43
2009,Idaho,104.4,104.1,0.25
2009,TAM C. Christi,100.0,99.8,0.2
2009,San Diego,98.4,98.3,0.11
2009,Louisiana Tech,101.3,101.3,-0.0
2009,MTSU,104.5,104.6,-0.07
2009,Santa Barbara,99.8,99.9,-0.09
2009,VMI,108.5,108.9,-0.44
2009,Nicholls St,101.9,102.3,-0.46
2009,Long Beach St,104.5,105.0,-0.51
2009,Hofstra,97.9,98.4,-0.56
2009,Ohio,101.8,102.4,-0.58
2009,Boston Univ,104.4,104.9,-0.59
2009,Montana,104.1,104.8,-0.7
2009,Fairfield,103.2,104.0,-0.77
2009,Tulane,98.6,99.4,-0.78
2009,IUPUI,103.8,104.6,-0.79
2009,Radford,101.2,102.1,-0.86
2009,Binghamton,102.3,103.3,-0.98
2009,Colorado,101.2,102.2,-1.0
2009,Rider,105.1,106.3,-1.25
2009,South Alabama,102.8,104.1,-1.28
2009,Colorado St,107.0,108.4,-1.37
2009,Holy Cross,98.7,100.1,-1.39
2009,Troy,108.8,110.2,-1.42
2009,Austin Peay,107.4,109.0,-1.64
2009,Utah Valley,104.1,106.2,-2.01
2009,Sacred Heart,103.9,106.0,-2.13
2009,G Washington,102.2,104.4,-2.17
2009,St Bonaventure,98.6,100.8,-2.22
2009,UT San Antonio,102.0,104.3,-2.26
2009,Stony Brook,98.2,100.6,-2.36
2009,Manhattan,97.6,100.0,-2.42
2009,San Jose St,101.6,104.2,-2.64
2009,Idaho St,102.7,105.4,-2.64
2009,Citadel,102.6,105.3,-2.72
2009,Iona,96.0,98.7,-2.73
2009,Liberty,105.2,108.0,-2.79
2009,Missouri St,99.4,102.3,-2.83
2009,Georgia,95.4,98.3,-2.95
2009,SE Louisiana,100.5,103.5,-2.97
2009,Alabama St,100.7,103.6,-2.97
2009,CS Fullerton,105.6,108.8,-3.24
2009,N Colorado,103.3,106.7,-3.34
2009,Indiana St,102.6,105.9,-3.36
2009,Denver,102.7,106.2,-3.5
2009,SMU,101.6,105.1,-3.52
2009,DePaul,102.0,105.8,-3.72
2009,Fresno St,99.7,103.5,-3.78
2009,Texas St,102.4,106.3,-3.89
2009,Indiana,99.1,103.0,-3.92
2009,Lamar,100.4,104.4,-3.96
2009,Delaware,102.7,106.6,-3.98
2009,S Dakota St,104.9,108.9,-4.0
2009,Chattanooga,104.3,108.4,-4.04
2009,Hawaii,97.2,101.3,-4.17
2009,East Carolina,110.4,114.6,-4.19
2009,IPFW,102.5,106.8,-4.29
2009,UC Irvine,104.1,108.5,-4.39
2009,Mercer,105.2,109.6,-4.4
2009,UC Riverside,97.5,102.2,-4.68
2009,UC Davis,105.2,110.0,-4.81
2009,Loyola MD,102.8,107.8,-5.05
2009,Wofford,106.3,111.4,-5.14
2009,Youngstown St,101.5,106.7,-5.19
2009,Navy,98.7,103.9,-5.2
2009,Arkansas St,95.9,101.1,-5.23
2009,Valparaiso,99.7,105.0,-5.27
2009,Southern Utah,102.1,107.5,-5.39
2009,Georgia St,98.7,104.3,-5.6
2009,Loyola-Chicago,99.9,105.6,-5.69
2009,Air Force,98.6,104.3,-5.7
2009,McNeese St,94.1,100.0,-5.88
2009,Gardner Webb,101.6,107.5,-5.9
2009,Chicago St,106.0,112.0,-6.02
2009,William & Mary,96.5,102.5,-6.08
2009,Rice,100.4,106.5,-6.1
2009,Montana St,100.9,107.0,-6.11
2009,Canisius,93.9,100.0,-6.13
2009,Tennessee Tech,98.1,104.4,-6.35
2009,Northern Arizona,101.8,108.3,-6.47
2009,Ball St,95.2,101.7,-6.5
2009,W Carolina,100.7,107.3,-6.58
2009,Campbell,96.0,102.6,-6.61
2009,Long Island,100.6,107.4,-6.74
2009,San Francisco,104.1,111.0,-6.93
2009,Yale,95.3,102.2,-6.95
2009,Albany NY,97.3,104.3,-6.99
2009,Jackson St,98.1,105.2,-7.1
2009,W Michigan,98.3,105.6,-7.26
2009,Centenary,95.9,103.2,-7.3
2009,Samford,101.4,108.8,-7.34
2009,Marist,94.5,102.1,-7.65
2009,C Michigan,99.0,106.7,-7.71
2009,E Washington,97.7,105.4,-7.74
2009,Harvard,102.4,110.1,-7.76
2009,Presbyterian,93.7,101.6,-7.84
2009,Jacksonville St,100.4,108.3,-7.87
2009,Stetson,96.2,104.0,-7.87
2009,Towson,101.2,109.2,-7.99
2009,ULL,97.3,105.4,-8.03
2009,Appalachian St,101.5,109.6,-8.1
2009,New Hampshire,97.2,105.6,-8.46
2009,UMBC,101.9,110.5,-8.56
2009,UNC Asheville,102.1,110.7,-8.64
2009,Princeton,95.5,104.3,-8.72
2009,Lehigh,93.9,102.8,-8.84
2009,Florida Intl,97.3,106.1,-8.84
2009,Coppin St,98.4,107.6,-9.12
2009,E Illinois,97.5,106.8,-9.29
2009,Cal Poly SLO,97.6,107.1,-9.52
2009,Detroit,91.4,101.0,-9.54
2009,St Peter's,93.6,103.2,-9.56
2009,CS Bakersfield,100.1,109.8,-9.69
2009,Penn,96.1,105.8,-9.7
2009,Tennessee St,101.6,111.4,-9.86
2009,Hampton,86.3,96.3,-9.99
2009,S Carolina St,96.4,106.6,-10.24
2009,Wagner,97.6,108.0,-10.42
2009,Winthrop,92.0,102.6,-10.61
2009,Quinnipiac,97.2,108.0,-10.81
2009,Columbia,90.9,101.7,-10.85
2009,Missouri KC,99.4,110.4,-10.9
2009,New Orleans,91.8,103.1,-11.32
2009,SC Upstate,93.4,104.8,-11.44
2009,Coastal Car,96.1,107.6,-11.55
2009,FL Atlantic,101.5,113.1,-11.58
2009,Prairie View,94.4,106.1,-11.72
2009,Bethune-Cookman,89.5,101.3,-11.76
2009,Central Conn,97.7,109.7,-11.95
2009,N Illinois,94.6,106.9,-12.27
2009,Army,88.3,100.7,-12.46
2009,Elon,94.9,107.4,-12.5
2009,ULM,97.1,110.1,-12.94
2009,Bucknell,93.4,106.4,-13.02
2009,Pepperdine,92.7,105.7,-13.04
2009,FL Gulf Coast,92.3,105.5,-13.17
2009,Maine,97.6,110.8,-13.17
2009,W Illinois,97.4,110.6,-13.2
2009,Toledo,92.6,105.9,-13.31
2009,NC A&T,91.5,105.0,-13.45
2009,Edwardsville,91.2,104.9,-13.72
2009,St Francis NY,96.0,109.7,-13.74
2009,Ark Pine Bluff,88.0,101.7,-13.77
2009,Brown,95.3,109.1,-13.78
2009,Norfolk St,97.5,111.4,-13.91
2009,UNC Wilmington,99.1,113.7,-14.59
2009,High Point,91.0,105.7,-14.72
2009,Ga Southern,98.0,112.7,-14.75
2009,E Michigan,90.2,105.1,-14.97
2009,Colgate,90.7,105.8,-15.1
2009,Charleston So,96.5,112.1,-15.63
2009,Longwood,96.8,112.4,-15.67
2009,Savannah St,86.0,101.8,-15.76
2009,Hartford,92.1,108.0,-15.94
2009,Dartmouth,92.8,108.8,-16.08
2009,Northwestern LA,91.8,108.0,-16.18
2009,Delaware St,97.1,113.6,-16.53
2009,Lafayette,95.1,112.2,-17.09
2009,Cent Arkansas,94.3,111.4,-17.11
2009,Houston Bap,95.9,114.1,-18.16
2009,TX Southern,93.2,111.9,-18.64
2009,Fordham,93.2,111.9,-18.68
2009,UTRGV,93.7,112.3,-18.68
2009,Loy Marymount,89.2,107.9,-18.69
2009,UNC Greensboro,93.5,112.3,-18.85
2009,MS Valley St,94.0,112.9,-18.88
2009,Monmouth NJ,93.9,113.0,-19.1
2009,Furman,91.3,110.5,-19.21
2009,St Francis PA,94.4,113.7,-19.29
2009,Howard,90.9,110.8,-19.82
2009,Florida A&M,90.7,110.5,-19.87
2009,Southern Univ,91.2,111.2,-19.91
2009,North Florida,89.3,109.4,-20.03
2009,Bryant,94.0,114.6,-20.61
2009,Alabama A&M,86.0,106.7,-20.67
2009,F Dickinson,91.4,112.9,-21.55
2009,SE Missouri St,95.0,116.8,-21.81
2009,Kennesaw,89.6,113.0,-23.44
2009,W Salem St,83.9,107.8,-23.92
2009,CS Sacramento,89.6,114.5,-24.88
2009,Alcorn St,92.1,118.5,-26.4
2009,Grambling,89.8,116.9,-27.1
2009,MD E Shore,89.2,116.9,-27.77
2009,NC Central,85.6,114.5,-28.86
2009,NJIT,71.5,106.7,-35.2
2010,Duke,121.0,87.7,33.29
2010,Kansas,120.4,88.5,31.85
2010,Syracuse,118.5,90.9,27.62
2010,Kentucky,114.9,88.3,26.54
2010,West Virginia,117.2,91.7,25.54
2010,Kansas St,116.1,90.6,25.52
2010,Ohio St,117.5,92.5,24.99
2010,Baylor,119.2,94.3,24.95
2010,Wisconsin,115.2,91.6,23.56
2010,BYU,117.3,94.0,23.27
2010,Georgetown,116.8,94.2,22.64
2010,Butler,111.0,88.5,22.45
2010,Maryland,118.3,95.9,22.37
2010,California,119.6,97.4,22.15
2010,Purdue,109.8,87.7,22.05
2010,Texas A&M,112.6,91.2,21.33
2010,Villanova,117.2,96.0,21.24
2010,Xavier,115.5,94.6,20.87
2010,Texas,113.9,93.1,20.75
2010,Michigan St,112.8,92.7,20.13
2010,Temple,107.8,87.7,20.12
2010,Missouri,111.5,91.5,19.99
2010,Utah St,116.0,96.1,19.9
2010,Marquette,115.1,95.5,19.65
2010,Clemson,110.9,91.6,19.28
2010,Dayton,108.1,89.1,18.92
2010,Northern Iowa,109.6,90.8,18.87
2010,Pittsburgh,111.4,92.8,18.66
2010,St Mary's CA,116.5,97.9,18.59
2010,Tennessee,108.9,90.4,18.5
2010,Georgia Tech,109.2,91.0,18.22
2010,Washington,111.7,93.6,18.19
2010,Florida St,105.0,87.0,18.02
2010,Minnesota,112.0,94.1,17.97
2010,Notre Dame,119.4,101.7,17.71
2010,Vanderbilt,113.7,96.2,17.54
2010,Old Dominion,107.8,90.3,17.51
2010,Louisville,114.5,97.6,16.91
2010,Oklahoma St,112.2,95.4,16.72
2010,San Diego St,111.4,94.9,16.58
2010,UNLV,110.6,94.0,16.56
2010,UTEP,107.7,91.2,16.53
2010,New Mexico,113.6,97.4,16.18
2010,Gonzaga,112.3,96.1,16.14
2010,Mississippi St,109.7,93.7,15.98
2010,Cornell,117.4,101.5,15.92
2010,Virginia Tech,108.3,92.4,15.86
2010,Mississippi,112.9,97.2,15.77
2010,Memphis,115.3,100.1,15.24
2010,Florida,113.0,97.8,15.23
2010,Connecticut,107.7,92.5,15.19
2010,Arizona St,110.0,94.8,15.18
2010,Murray St,109.0,94.0,15.06
2010,Richmond,108.8,93.8,15.01
2010,Miami FL,112.2,97.4,14.79
2010,VA Commonwealth,113.2,98.8,14.39
2010,Illinois,109.2,94.8,14.38
2010,Wake Forest,107.1,93.0,14.12
2010,Siena,109.4,95.5,13.86
2010,Rhode Island,112.6,99.1,13.54
2010,North Carolina,107.4,94.0,13.39
2010,UAB,104.6,91.8,12.73
2010,Alabama,107.9,95.3,12.55
2010,Wichita St,108.9,96.6,12.26
2010,Wright St,108.6,96.5,12.1
2010,Seton Hall,112.7,100.7,12.05
2010,St John's,106.5,94.5,11.97
2010,Cincinnati,106.3,94.4,11.92
2010,NC State,106.1,94.6,11.49
2010,Michigan,107.4,95.9,11.48
2010,Northeastern,106.5,95.2,11.32
2010,Texas Tech,108.8,97.6,11.14
2010,Iowa St,107.2,96.1,11.09
2010,Boston College,110.7,99.8,10.87
2010,Missouri St,111.8,100.9,10.85
2010,Virginia,108.0,97.2,10.76
2010,USC,96.7,86.1,10.63
2010,South Florida,107.8,97.3,10.52
2010,Portland,110.6,100.4,10.28
2010,Nevada,112.8,102.6,10.2
2010,Marshall,110.1,99.9,10.18
2010,Wofford,104.6,94.4,10.12
2010,Tulsa,107.6,97.7,9.87
2010,Northwestern,113.0,103.2,9.77
2010,South Carolina,106.5,97.4,9.06
2010,Kent,106.6,97.8,8.84
2010,Arizona,108.4,99.5,8.83
2010,Houston,112.0,103.2,8.79
2010,Illinois St,107.5,98.7,8.77
2010,Providence,116.0,107.3,8.7
2010,Georgia,109.8,101.1,8.68
2010,Colorado,113.1,104.5,8.63
2010,Nebraska,107.0,98.7,8.28
2010,Ohio,107.3,99.0,8.25
2010,Montana,106.5,98.4,8.08
2010,Charlotte,108.7,100.8,7.91
2010,Pacific,106.2,98.3,7.84
2010,St Louis,100.1,92.4,7.72
2010,Southern Miss,103.7,96.1,7.6
2010,Sam Houston St,110.2,102.7,7.42
2010,Penn St,107.9,100.8,7.04
2010,Morehead St,105.1,98.1,7.0
2010,Auburn,109.9,102.9,6.98
2010,Oklahoma,110.2,103.2,6.98
2010,Weber St,109.2,102.2,6.96
2010,Stanford,106.5,99.7,6.75
2010,William & Mary,110.0,103.4,6.58
2010,IUPUI,108.5,102.2,6.34
2010,Appalachian St,110.1,104.0,6.18
2010,Iona,100.1,94.0,6.11
2010,Harvard,107.5,101.4,6.06
2010,New Mexico St,111.6,105.5,6.03
2010,Louisiana Tech,105.4,99.4,5.99
2010,Bradley,106.3,100.6,5.69
2010,Washington St,108.2,102.5,5.67
2010,Creighton,107.8,102.2,5.56
2010,UCLA,106.4,100.9,5.48
2010,Fairfield,106.7,101.3,5.36
2010,Arkansas,105.9,100.6,5.3
2010,Princeton,98.6,93.3,5.29
2010,Akron,105.3,100.1,5.2
2010,G Washington,103.4,98.3,5.15
2010,S Illinois,106.1,101.0,5.14
2010,Utah,102.9,98.0,4.86
2010,N Colorado,105.5,100.7,4.82
2010,Detroit,101.0,96.4,4.58
2010,WKU,105.9,101.5,4.39
2010,Niagara,105.7,101.6,4.06
2010,Oregon,105.8,101.8,3.99
2010,WI Milwaukee,105.5,101.6,3.89
2010,Hofstra,101.1,97.4,3.77
2010,Belmont,103.3,99.6,3.67
2010,Boston Univ,103.8,100.3,3.51
2010,St Bonaventure,106.2,102.7,3.5
2010,Oakland,107.5,104.3,3.19
2010,Vermont,104.1,101.0,3.08
2010,W Michigan,106.7,103.7,3.07
2010,Indiana St,104.5,101.5,3.02
2010,WI Green Bay,106.7,103.7,3.0
2010,Oral Roberts,102.3,99.4,2.84
2010,Colorado St,101.5,98.7,2.83
2010,Duquesne,102.5,99.7,2.82
2010,Miami OH,103.9,101.1,2.79
2010,Jacksonville,102.2,99.5,2.75
2010,Drexel,100.5,97.7,2.74
2010,Idaho,105.6,102.9,2.67
2010,Oregon St,99.0,96.4,2.54
2010,Coastal Car,101.8,99.3,2.51
2010,SMU,106.1,103.6,2.49
2010,ETSU,100.9,98.4,2.47
2010,Col Charleston,109.4,107.1,2.3
2010,Cleveland St,105.9,103.7,2.16
2010,Santa Barbara,100.0,97.9,2.11
2010,Long Beach St,100.6,98.6,2.0
2010,W Carolina,105.3,103.6,1.76
2010,Morgan St,105.5,104.0,1.58
2010,SF Austin,103.0,101.5,1.47
2010,Buffalo,106.6,105.1,1.47
2010,Rutgers,103.4,102.0,1.37
2010,La Salle,106.2,105.1,1.18
2010,Boise St,102.2,101.3,0.94
2010,George Mason,102.8,101.9,0.91
2010,Campbell,100.5,99.7,0.85
2010,MTSU,101.4,100.7,0.65
2010,Fresno St,100.1,99.5,0.58
2010,UCF,102.6,102.3,0.33
2010,Massachusetts,102.7,102.6,0.12
2010,Loy Marymount,108.4,108.4,-0.01
2010,Drake,107.2,107.2,-0.01
2010,DePaul,100.0,100.1,-0.08
2010,TAM C. Christi,99.4,99.5,-0.09
2010,Lipscomb,109.3,109.4,-0.12
2010,St Joseph's PA,102.6,102.7,-0.17
2010,Iowa,103.4,103.7,-0.36
2010,North Texas,103.4,103.8,-0.47
2010,St Peter's,92.8,93.3,-0.49
2010,Seattle,100.6,101.2,-0.58
2010,E Kentucky,110.7,111.3,-0.6
2010,San Jose St,109.9,110.5,-0.62
2010,Troy,105.1,105.8,-0.69
2010,TCU,105.2,105.9,-0.72
2010,Mt St Mary's,96.8,97.6,-0.83
2010,Valparaiso,110.7,111.6,-0.92
2010,Portland St,113.3,114.2,-0.94
2010,Robert Morris,99.9,100.8,-0.97
2010,Lehigh,105.6,106.6,-0.97
2010,Quinnipiac,103.5,104.5,-1.01
2010,Stony Brook,102.3,103.4,-1.12
2010,E Michigan,100.3,101.4,-1.19
2010,Davidson,103.6,104.9,-1.31
2010,LSU,99.7,101.2,-1.42
2010,Denver,106.2,107.7,-1.43
2010,Rider,103.1,104.6,-1.45
2010,Indiana,101.4,103.0,-1.64
2010,Montana St,103.4,105.2,-1.78
2010,C Michigan,101.6,103.4,-1.85
2010,Citadel,100.3,102.3,-1.96
2010,UT San Antonio,103.9,106.0,-2.1
2010,Manhattan,99.3,101.7,-2.38
2010,Bowling Green,101.3,104.2,-2.9
2010,Canisius,100.1,103.1,-2.93
2010,Arkansas St,99.1,102.0,-2.95
2010,SE Louisiana,100.9,104.0,-3.09
2010,San Francisco,100.5,103.6,-3.14
2010,Mercer,107.8,111.2,-3.33
2010,FL Atlantic,103.8,107.2,-3.36
2010,Austin Peay,103.7,107.2,-3.52
2010,San Diego,98.4,102.1,-3.68
2010,Georgia St,99.8,103.5,-3.71
2010,CS Fullerton,102.5,106.2,-3.79
2010,E Illinois,100.0,103.9,-3.9
2010,UNC Wilmington,98.6,102.6,-4.02
2010,Maine,94.2,98.3,-4.07
2010,Loyola MD,99.5,103.6,-4.12
2010,James Madison,101.1,105.4,-4.25
2010,Loyola-Chicago,101.8,106.1,-4.29
2010,ULL,99.4,103.7,-4.31
2010,Radford,95.5,100.5,-5.01
2010,S Dakota St,105.5,110.6,-5.15
2010,Evansville,97.8,103.1,-5.31
2010,Northern Arizona,99.1,104.5,-5.42
2010,Ball St,94.6,100.1,-5.45
2010,CS Northridge,97.8,103.4,-5.57
2010,Tulane,95.1,100.7,-5.58
2010,Winthrop,90.7,96.3,-5.63
2010,UC Davis,101.0,106.7,-5.77
2010,Youngstown St,99.4,105.6,-6.2
2010,Hampton,94.1,100.4,-6.21
2010,Texas St,98.5,104.8,-6.32
2010,UC Riverside,98.2,104.5,-6.38
2010,Ark Pine Bluff,93.1,99.5,-6.44
2010,East Carolina,101.9,108.4,-6.53
2010,Hawaii,101.3,108.0,-6.78
2010,Furman,98.0,104.8,-6.86
2010,Holy Cross,102.2,109.4,-7.21
2010,IPFW,96.9,104.2,-7.33
2010,N Illinois,99.0,106.4,-7.38
2010,Santa Clara,96.2,103.6,-7.41
2010,Wyoming,97.4,104.9,-7.5
2010,Lafayette,104.1,111.8,-7.69
2010,UT Arlington,95.9,103.6,-7.73
2010,N Dakota St,96.6,104.3,-7.74
2010,Cal Poly SLO,103.2,111.0,-7.76
2010,Towson,102.5,110.5,-7.91
2010,IL Chicago,96.6,104.5,-7.94
2010,Bucknell,98.0,105.9,-7.96
2010,South Dakota,98.6,106.8,-8.11
2010,Chattanooga,96.9,105.1,-8.19
2010,Rice,95.9,104.4,-8.48
2010,Samford,100.5,109.0,-8.5
2010,South Alabama,96.2,104.7,-8.52
2010,UC Irvine,101.1,109.6,-8.52
2010,UNC Greensboro,96.2,104.8,-8.61
2010,Air Force,96.8,105.5,-8.64
2010,S Carolina St,97.4,106.2,-8.88
2010,Tennessee Tech,104.7,113.8,-9.08
2010,Delaware,99.5,108.8,-9.3
2010,Tennessee St,97.8,107.2,-9.44
2010,Army,89.3,99.0,-9.68
2010,New Hampshire,91.5,101.3,-9.76
2010,Elon,96.2,106.3,-10.06
2010,Delaware St,96.9,107.1,-10.2
2010,Yale,96.1,106.5,-10.34
2010,Jacksonville St,97.5,107.9,-10.35
2010,E Washington,96.4,106.8,-10.36
2010,North Florida,91.8,102.3,-10.47
2010,TX Southern,93.4,103.9,-10.52
2010,Kennesaw,98.1,108.7,-10.59
2010,W Illinois,91.4,102.0,-10.65
